ID,Name,ImageURL
93,Durand Cup,https://cdn.soccerwiki.org/images/logos/cups/93.jpg
94,UEFA Europa League,https://cdn.soccerwiki.org/images/logos/cups/94.png
95,Federation Cup,https://cdn.soccerwiki.org/images/logos/cups/95.jpg
96,Nigerian FA Cup,
97,Trofeo Federale,
98,Kuwait Emir Cup,https://cdn.soccerwiki.org/images/logos/cups/98.jpg
99,Chinese FA Super Cup,https://cdn.soccerwiki.org/images/logos/cups/99.png
100,Scottish Challenge Cup,https://cdn.soccerwiki.org/images/logos/cups/100_1347214737.jpg
101,Supercopa de España,https://cdn.soccerwiki.org/images/logos/cups/101.png
102,Hong Kong FA Cup,https://cdn.soccerwiki.org/images/logos/cups/102.png
103,Hong Kong Senior Challenge Shield,https://cdn.soccerwiki.org/images/logos/cups/103_1348012216.jpg
104,Hong Kong League Cup,https://cdn.soccerwiki.org/images/logos/cups/104.png
105,Scottish League Cup,https://cdn.soccerwiki.org/images/logos/cups/105.jpg
106,FA Community Shield,https://cdn.soccerwiki.org/images/logos/cups/106.png
107,Kup BiH,https://cdn.soccerwiki.org/images/logos/cups/107_1348979606.jpg
108,UEFA European Super Cup,https://cdn.soccerwiki.org/images/logos/cups/108.png
109,J.League Cup,https://cdn.soccerwiki.org/images/logos/cups/109.png
110,FFA Cup,https://cdn.soccerwiki.org/images/logos/cups/110_1346327228.jpg
111,Supercopa de Costa Rica,https://cdn.soccerwiki.org/images/logos/cups/111_1346230424.jpg
112,Azerbaijan Cup,https://cdn.soccerwiki.org/images/logos/cups/112_1346745601.jpg
113,Coppa Italia Lega Pro,https://cdn.soccerwiki.org/images/logos/cups/113.jpg
114,Libyan Football Cup,
115,Bahraini FA Cup,https://cdn.soccerwiki.org/images/logos/cups/115.jpg
116,SAFF Championship,https://cdn.soccerwiki.org/images/logos/cups/116.png
117,Supercoppa di Lega di Prima Divisione,https://cdn.soccerwiki.org/images/logos/cups/117.jpg
118,Maltese FA Trophy,https://cdn.soccerwiki.org/images/logos/cups/118_1356576895.jpg
119,Cupa Moldovei,https://cdn.soccerwiki.org/images/logos/cups/119.jpg
120,Highland League Cup,https://cdn.soccerwiki.org/images/logos/cups/120.jpg
121,Kyrgyzstan Cup,https://cdn.soccerwiki.org/images/logos/cups/121.jpg
122,FAI Cup,https://cdn.soccerwiki.org/images/logos/cups/122.jpg
123,Football League Cup,https://cdn.soccerwiki.org/images/logos/cups/123.png
124,DFB-Pokal,https://cdn.soccerwiki.org/images/logos/cups/124.png
125,League of Ireland Cup,https://cdn.soccerwiki.org/images/logos/cups/125.jpg
126,Korean FA Cup,https://cdn.soccerwiki.org/images/logos/cups/126.jpg
127,Ghanaian FA Cup,https://cdn.soccerwiki.org/images/logos/cups/127.jpg
128,MLS Cup,https://cdn.soccerwiki.org/images/logos/cups/128.jpg
129,Thai FA Cup,https://cdn.soccerwiki.org/images/logos/cups/129.jpg
130,King Cup,https://cdn.soccerwiki.org/images/logos/cups/130.jpg
131,Supercopa Argentina,https://cdn.soccerwiki.org/images/logos/cups/131.png
132,Bulgarian Supercup,https://cdn.soccerwiki.org/images/logos/cups/132.jpg
133,Szuperkupa,https://cdn.soccerwiki.org/images/logos/cups/133.jpg
134,Ligakupa,https://cdn.soccerwiki.org/images/logos/cups/134.jpg
135,Norwegian Football Cup,https://cdn.soccerwiki.org/images/logos/cups/135.jpg
136,Serbian Cup,https://cdn.soccerwiki.org/images/logos/cups/136.png
137,Lamar Hunt U.S. Open Cup,https://cdn.soccerwiki.org/images/logos/cups/137.jpg
138,TFF Süper Kupa,https://cdn.soccerwiki.org/images/logos/cups/138.png
139,Vietnamese National Cup,https://cdn.soccerwiki.org/images/logos/cups/139.jpg
140,Greek Super Cup,https://cdn.soccerwiki.org/images/logos/cups/140.jpg
141,Løgmanssteypið,https://cdn.soccerwiki.org/images/logos/cups/141.jpg
142,Johan Cruijff Schaal,https://cdn.soccerwiki.org/images/logos/cups/142.jpg
143,IFA Shield,https://cdn.soccerwiki.org/images/logos/cups/143.jpg
144,Copa Federacion,https://cdn.soccerwiki.org/images/logos/cups/144.png
145,Inter Island Cup,https://cdn.soccerwiki.org/images/logos/cups/145.jpg
146,Superkupa e Shqipërisë,https://cdn.soccerwiki.org/images/logos/cups/146.jpg
147,Taça de Moçambique,https://cdn.soccerwiki.org/images/logos/cups/147.jpg
148,Comoros Cup,
149,Coupe du Congo,https://cdn.soccerwiki.org/images/logos/cups/149.jpg
150,Belarusian Cup,https://cdn.soccerwiki.org/images/logos/cups/150.jpg
151,Nedbank Cup,https://cdn.soccerwiki.org/images/logos/cups/151.jpg
152,Liechtensteiner Cup,https://cdn.soccerwiki.org/images/logos/cups/152.jpg
153,Czech Cup,https://cdn.soccerwiki.org/images/logos/cups/153.jpg
154,Trophée des Champions,https://cdn.soccerwiki.org/images/logos/cups/154.png
155,Belgian Super Cup,https://cdn.soccerwiki.org/images/logos/cups/155.jpg
156,Hrvatski Nogometni Superkup,https://cdn.soccerwiki.org/images/logos/cups/156.png
157,Lebanese FA Cup,https://cdn.soccerwiki.org/images/logos/cups/157.jpg
158,Coupe du Togo,
159,Coupe de Luxembourg,https://cdn.soccerwiki.org/images/logos/cups/159.jpg
160,Tunisian Cup,https://cdn.soccerwiki.org/images/logos/cups/160.jpg
161,Superkubok Rossii,https://cdn.soccerwiki.org/images/logos/cups/161.jpg
162,Canadian Championship,https://cdn.soccerwiki.org/images/logos/cups/162.jpg
163,Borgio CUP,https://cdn.soccerwiki.org/images/logos/cups/163.jpg
164,Sultan Haji Ahmad Shah Cup,https://cdn.soccerwiki.org/images/logos/cups/164.png
165,UAE President's Cup,https://cdn.soccerwiki.org/images/logos/cups/165.jpg
166,Coupe de Madagascar,
167,Copa Sudamericana,https://cdn.soccerwiki.org/images/logos/cups/167.png
168,CONCACAF Champions League,https://cdn.soccerwiki.org/images/logos/cups/168.png
169,Supercopa Chilena Coca-Cola Sin Azúcar,https://cdn.soccerwiki.org/images/logos/cups/169.png
170,Hazfi Cup,https://cdn.soccerwiki.org/images/logos/cups/170.jpg
172,Finnish League Cup,https://cdn.soccerwiki.org/images/logos/cups/172.jpg
173,Eesti Karikas,https://cdn.soccerwiki.org/images/logos/cups/173.jpg
174,Torneo de Copa,https://cdn.soccerwiki.org/images/logos/cups/174.jpg
175,Recopa Sudamericana,https://cdn.soccerwiki.org/images/logos/cups/175.png
176,OFC Champions League,https://cdn.soccerwiki.org/images/logos/cups/176.jpg
177,Eesti Superkarikas,
178,Telkom Knockout,https://cdn.soccerwiki.org/images/logos/cups/178.jpg
179,Copa Inca,https://cdn.soccerwiki.org/images/logos/cups/179.jpg
180,FA Vase,https://cdn.soccerwiki.org/images/logos/cups/180.jpg
181,Maltese Super Cup,https://cdn.soccerwiki.org/images/logos/cups/181.jpg
182,Supercopa Andorrana,https://cdn.soccerwiki.org/images/logos/cups/182.png
183,Israel State Cup,https://cdn.soccerwiki.org/images/logos/cups/183.jpg
184,Iraq FA Cup,https://cdn.soccerwiki.org/images/logos/cups/184.png
185,Armenian Supercup,https://cdn.soccerwiki.org/images/logos/cups/185.jpg
186,Malaysia President Cup,https://cdn.soccerwiki.org/images/logos/cups/186.png
187,Singapore League Cup,https://cdn.soccerwiki.org/images/logos/cups/187.png
188,Vietnamese Super Cup,https://cdn.soccerwiki.org/images/logos/cups/188.jpg
189,Liberian Cup,https://cdn.soccerwiki.org/images/logos/cups/189.jpg
190,Ukrainian Cup,https://cdn.soccerwiki.org/images/logos/cups/190.png
191,Lesotho Independence Cup,
192,Liberian Super Cup,https://cdn.soccerwiki.org/images/logos/cups/192.jpg
193,Chad Cup,
194,FA Trophy,
195,Rock Cup,https://cdn.soccerwiki.org/images/logos/cups/195.jpg
196,Latvijas Kauss,https://cdn.soccerwiki.org/images/logos/cups/196.jpg
197,Azərbaycan Super Kuboku,https://cdn.soccerwiki.org/images/logos/cups/197.jpg
198,Malian Cup,
199,Coupe de Côte d'Ivoire,https://cdn.soccerwiki.org/images/logos/cups/199.png
200,Uzbek Cup,https://cdn.soccerwiki.org/images/logos/cups/200.jpg
201,Barbados FA Cup,https://cdn.soccerwiki.org/images/logos/cups/201.png
202,Bermuda FA Cup,
203,Copa do Nordeste,https://cdn.soccerwiki.org/images/logos/cups/203.jpg
204,A-League Pre-Season Challenge Cup,https://cdn.soccerwiki.org/images/logos/cups/204.png
205,Campeonato Nacional Itaú,https://cdn.soccerwiki.org/images/logos/cups/205.png
206,Ukrainian Super Cup,https://cdn.soccerwiki.org/images/logos/cups/206.jpg
207,Copa Bolivia,https://cdn.soccerwiki.org/images/logos/cups/207.jpg
208,Taça Nacional de Guinea-Bissau,
209,CONCACAF Gold Cup,https://cdn.soccerwiki.org/images/logos/cups/209.png
210,Copa Verde,https://cdn.soccerwiki.org/images/logos/cups/210.png
211,Singapore Charity Shield,https://cdn.soccerwiki.org/images/logos/cups/211.png
212,Indian Super Cup,https://cdn.soccerwiki.org/images/logos/cups/212.png
213,Antigua and Barbuda FA Cup,https://cdn.soccerwiki.org/images/logos/cups/213.jpg
214,MTN8,https://cdn.soccerwiki.org/images/logos/cups/214.jpg
215,Thai League Cup,https://cdn.soccerwiki.org/images/logos/cups/215.jpg
216,Supercopa Uruguaya,https://cdn.soccerwiki.org/images/logos/cups/216.png
217,AFC Champions League,https://cdn.soccerwiki.org/images/logos/cups/217.png
218,UEFA Europa Conference League,https://cdn.soccerwiki.org/images/logos/cups/218.png
219,UEFA Nations League,https://cdn.soccerwiki.org/images/logos/cups/219.png
220,Saudi Super Cup,https://cdn.soccerwiki.org/images/logos/cups/220.png
221,Milli Küme,
222,Campeonato Paranaense Série B,
223,Campeonato Paranaense Série C,
224,Campeonato Paranaense,
225,Desafio de Clubes,
226,CONMEBOL-UEFA Cup of Champions,
227,Copa do Paraná,
228,Intercontinental Cup,
229,Ngausirue Sports Association Tournament,
230,David Kipiani Cup,
231,Cambodian Super Cup,
232,Japanese Super Cup,
233,Leagues Cup,
234,Campeones Cup,
235,Supporters' Shield,
236,Trofeo de Campeones,
237,Supercopa REI do Brasil,
238,CAF Champions League,
