ID,Name
336,Stade de la Mosson
337,Marcel-Picot
338,René-Gaillard
339,Stade Auguste-Delaune
340,Louis-Dugauguez
341,de L'Aube
344,Atatürk Olimpiyat Stadyumu
345,Şükrü Saracoğlu Stadium
348,Constant Vanden Stock Stadion
350,Luminus Arena
351,Maurice Dufrasne Stadion
353,Liebenauer Stadium
354,Red Bull Arena
355,Balgarska Armia
357,Monumental David Arellano
358,San Carlos de Apoquindo
359,Nacional de Chile
360,Maksimir
361,Poljud
362,Na Stínadlech
363,Stadion Evžena Rošického
364,Generali Arena
365,Brøndby Stadion
366,Parken
368,Georgios Karaiskakis Stadium
369,Apostolos Nikolaidis Stadium
373,Arena Națională
374,Rajko Mitić
375,Stadion FK Partizan
376,St. Jakob-Park
379,Max-Morlock-Stadion
380,Schüco Arena
381,Borussia-Park
382,BayArena
383,Allianz Arena
384,Signal Iduna Park
385,Veltins Arena
386,Stadion am Bruchweg
387,Volksparkstadion
388,HDI-Arena
389,Ostseestadion
390,Olympiastadion
391,Fritz-Walter-Stadion
393,Weserstadion
394,Mercedes-Benz Arena
395,Ruhrstadion
396,Volkswagen Arena
397,RheinEnergieStadion
398,Ludwigspark
400,Stadion Dresden
401,Wörthersee Stadion
402,Stadion der Freundschaft
403,Erzgebirgsstadion
404,Sportpark Ronhof
405,Wildparkstadion
406,Wersestadion
407,Schauinsland-Reisen-Arena
408,Niederrheinstadion
409,Steigerwaldstadion
410,Georg Melches
411,Kreuzeiche
412,Alpenbauer Sportpark
413,Pittodrie
414,Celtic Park
415,Tannadice Park
416,East End Park
417,Tynecastle
418,Easter Road
419,Rugby Park
420,Almondvale Stadium
421,Fir Park
422,Ibrox
426,Tsentralnyj
427,Louis Michel
429,Andres Quintana Roo
430,Jalisco
431,Victor Manuel Reyna
432,Ciudad de los Deportes
434,Estadio Morelos Morelia
435,Estadio Hidalgo
436,Alfonso Lastras
438,Universitario
439,Nemesio Diez
441,Tres de Marzo
442,Olimpico Universitario
443,Luis de la Fuente
445,Dignity Health Sports Park
448,Toyota Stadium
451,Gillette Stadium
454,Lerkendal
455,Ullevål
456,Viking
460,Eleda Stadion
463,Danilo Martelli
464,Romeo Neri
465,Partenio
467,Giovanni Zini
468,Deva Stadium
469,Merkur Spiel-Arena
473,Leimbachstadion
475,New Meadow
476,José Rico Pérez
477,Brann Stadion
478,Kayseri Kadir Has
479,Toumba
481,Skoda Xanthi Arena
482,Neapolis
483,Nea Smirnis
486,Pankritio
487,Trud
488,Daknamstadion
489,Mizuho Athletics Stadium
490,Het Kuipje
491,Caledonian Stadium
492,Falkirk Stadium
493,Stadión u Nisy
495,Nissan Stadium
496,Stavros Mavrothalassitis
497,Odense Stadion
498,Estadio Alberto Gallardo
500,Kaftanzogleio
502,Apollon Kalamarias Stadium
505,Kashima Stadium
506,El Fortín de Ludueña
508,Cairo Stadium
509,Cairo International Stadium
510,Shizuoka Stadium Ecopa
511,Viborg Stadion
512,Farum Park
513,Grigoris Labrakis
514,Todoroki Stadium
515,Ajinomoto Stadium
516,Blue Water Arena
517,Niigata Big Swan Stadium
518,Aalborg Stadium
519,Ichihara Stadium
520,Silkeborg
522,Stade de Suisse
523,Big Eye Stadium
524,Lachen
525,AFG Arena
528,Fill Metallbau Stadion
530,Saviniemi
531,Tehtaan kenttä
532,Bolt Arena
533,Athlone Stadium
534,Soccer City Stadium
535,Ellis Park
536,Loftus Stadium
537,Omiya Park Stadium
538,Kose Sports Stadium
539,Nishikyogoku
540,Hakata No Mori Stadium
541,Hiroshima Big Arch
542,Regenboogstadion
543,Wham Stadium
544,Hindmarsh Stadium
546,Perth Oval
547,Central Coast Stadium
548,McDonald Jones Stadium
550,Stade Olympique El Menzah
552,Suncorp Stadium
553,Olympique de Sousse
554,Taïeb-Mhiri
555,Stade Mohammed V
556,Moulay Abdellah
557,Complexe OCP
559,Tudor Vladimirescu
560,Ta Qali
561,Victor Tedesco Stadium
563,Levadias Stadium
564,Stade du Pays de Charleroi
565,Olympisch Stadion
566,Edmond Machtens
567,Schiervelde
568,Stade Le Canonnier
569,Jan Breydel Stadion
570,Stayen
571,Freethielstadion
572,Herman Vanderpoortenstadion
573,Stade du Tivoli
575,Yannis Pathiakakis Stadium
576,Juan Carmelo Zerillo
577,Bloomfield Stadium
580,Bloomfield
581,Petah Tikva Municipal Stadium
582,Yod Alef Stadium
583,Sar Tov Stadium
584,Metalist Stadium
586,RZD Arena
588,Raydale Park
589,Manuel Ferreira
591,General Pablo Rojas
592,Estadio Dr. Nicolás Leoz
593,Estadio Rogelio Livieres
594,Nemesio Camacho
595,Palogrande
596,Estadio Olimpico Pascual Guerrero
597,Alejandro Villanueva
598,Estadio Monumental
599,Jardines Del Hipódromo
600,Luis Franzini
601,King Fahd International
602,Prince Abdullah Al-Faisal
603,Azadi Stadium
604,Shahid Dastgerdi Stadium
606,Edgar Street
607,MFK Ružomberok
608,Graz-Liebenau
609,Pappelstadion
610,Südstadt Stadion
611,Tivoli-Neu
612,St. Mirren Park
613,McDiarmid Park
614,New Douglas Park
615,Victoria Park
616,Broadwood Stadium
617,Excelsior Stadium
618,Dens Park
619,Palmerston Park
621,Glebe Park
623,Stadion Miejski im. Henryka Reymana w Krakowie
625,Stadion Wojska Polskiego
626,Kazmierz Gorskiego
627,Feliciano Caceres
628,Olimpico Atahualpa
629,Estadio Rodrigo Paz Delgado
630,Monumental Banco Pichincha
631,Olimpico de Riobamba
632,Gonzalo Pozo Ripalda
633,Ricardo Saprissa Ayma
634,Alejandro Morera Soto
638,Prince Mohamed bin Fahd
639,Estadio Victoria Aguascalientes
640,Estadio Banorte
641,Strömvallen
642,Olympia
644,Örjans Vall
645,Bravida Arena
646,Värendsvallen
647,Big Bird Stadium
648,Seoul Sang-am Stadium
650,Tancheon Sports Complex
651,Jeonju Castle
652,Ulsan Munsu Football Stadium
653,Guus Hiddink Stadium
654,Estadio Eladio Rosabal Cordero
655,Takhti Stadium (Ahvaz)
656,Behrn Arena
657,Vångavallen
658,MCH Arena
659,Casa Arena Horsens
662,Åråsen Stadion
663,Nadderud Stadion
664,Skagerak Arena
665,Komplett Arena
666,Aker Stadion
667,Alfheim Stadion
668,Ratina Stadion
669,Tapiolan Urheilupuisto
670,Veritas Stadion
671,Wiklöf Holding Arena
672,Arto Tolsa Areena
674,Centralplan Jakobstad
675,Tolka Park
676,Turners Cross Stadium
677,Hunky Dorys Park
678,The Showgrounds
679,Richmond Park
680,Brandywell Stadium
681,Flancare Park
682,Fiscal de Talca
683,Carlisle Grounds
684,Regional Sports Centre
685,Hietalahti
686,Lahden Stadion
687,Arruda
688,Parque Palermo
689,Stadion pod Bijelim Brijegom
690,Mokri Dolac
691,Jean Antoine Moueix
692,Arena-Khimki
693,Pecara Stadium
694,Bonifika
695,Dr. Milan Jelic
696,Kamen Ingrad
697,Constantin Radulescu
698,Gradski Stadion Anđelko Herjavec
699,Essex Park
700,Vejle Stadion
701,Al-Arabi Stadium
702,Pirelli Stadium
704,LKS
705,Sør Arena
706,Lokotrans Arena
708,Tasos Markou
709,Vallée du Cher
711,Gigante de Alberdi
713,Fredrikstad Stadion
714,Stadio Diego Armando Maradona
715,Nou Castalia
716,Francisco Artés
717,Stade Charles Tondreau
718,Rosenaustadion
719,Swissporarena
720,Tourbillon
722,Lovech
725,Antonis Papadopoulos
726,BMO Field
728,Akranesvöllur
729,Firhill Stadium
730,Kleanthis Vikelidis
731,Cappielow Park
732,GSP
733,Central Park
734,Forthbank
736,Somerset Park
737,Stark's Park
738,Balmoor
739,Stair Park
740,Station Park
741,Recreation Park
742,Bayview
743,Ochilview Park
744,Gayfield Park
746,Links Park
747,Bet Butler
748,Cliftonhill
751,Borough Briggs
754,Ernst Abbe
755,Oberwerth
757,Waldaustadion
758,Alberto Picco
759,Gran Canaria
760,El Toralín
761,Alfredo di Stefano
762,Alte Försterei
763,Dietmar Hopp
769,Denizli Ataturk
770,Atatürk Kayseri
771,Adapazarı Atatürk
773,Městský fotbalový stadion Srbská
774,Stadion Schnabelholz
775,Brügglifeld
777,Breite
778,Mestsky
779,Strelecký ostrov
780,Letná
781,Střelnice
782,Na Sihoti
783,Frantiska Kloze
784,Letní
785,Andruv
786,Doosan Aréna
788,Ceahlăul
789,Nicolae Dobrin
791,Farul
792,Gloria
793,Jiul
794,Cotroceni
795,Oţelul Stadium
797,Dan Păltinişanu
798,Emil Alexandrescu
799,Sportul Studentesc
800,Francisc von Neuman
801,Tineretului
802,Ion Oblemenco
804,Levita
806,AFAS Stadion
807,Moss Lane
808,Broadfield Stadium
809,Victoria Road
810,St James Park
811,The New Lawn
812,Stonebridge Road
813,The Shay
815,Victoria Stadium
816,Merseyrail Community Stadium
817,Clarence Park
818,Marston Road
819,Broadhall Way
820,The Lamb Ground
821,Bob Lucas Stadium
822,Kingfield Stadium
823,Roberto Meléndez
824,Municipal
825,Guillermo Plazas Alcid
826,Euganeo
827,Porta Elisa
830,Stadio Flaminio
831,Pietro Fortunati
833,Stadio degli Oliveti
834,Del Conero
835,Marcello Melani 
836,Pino Zaccheria
837,Brianteo
838,Tombolato
839,Carlo Zecchini
840,Gino Pistoni
841,Silvio Piola
842,Arena Garibaldi - Romeo Anconetani
843,Comunale
844,Carlo Speroni
845,Breda
846,Virgilio Fedini
847,Riviera delle Palme
848,Antonio Bianco
849,Simonetta Lamberti
850,Rubens Fadini
851,Erasmo Iacovone
852,Guido Biondi
853,Stade de Genève 
855,Jorge Andrade Cantos
856,Alejandro Serrano Aguilar
857,George Capwell
858,Esatdio la Cocha
859,Estadio Bellavista
861,Miramare
862,Gino Domenico Tursi
863,Bruno Benelli
864,Campeones del 36
867,Garcilaso de la Vega
868,Jorge Basadre
869,Mariano Melgar
871,Rosas Pampa
872,Miguel Grau
873,Estadio Nacional del Perú
874,Julio Lores Colán
875,La Corregidora
877,Alfonso López
879,La Independencia
880,General Santander
881,Libertad
882,Polideportivo Sur
883,Atanasio Girardot
884,Hernán Ramírez Villegas
888,Murillo Toro
889,José Nasazzi
890,Stadion Miejski
891,Parque Maracaná
892,Belvedere
893,Alfredo Victor Viera
894,Estádio Eládio de Barros Carvalho
896,Arena das Dunas
897,Estadio Zorros del Desierto
899,Republica de Mataderos
900,Tsirion
901,La Portada
902,Grimsta Idrottsplats
903,Briskeby
904,Marienlyst
906,SC Rade Svilar
907,Skonto Stadions
908,Shamrock Park
909,UCD Bowl
910,Kranjčevićeva
911,Šubićevac
912,SRC Mladost
913,Kantrida
914,Gradski Stadion Koprivnica
915,Gradski Vrt
916,Cibalia
917,Omladinski
919,Karađorđe Stadium
920,Stadion FK Smederevo
921,Karađorđev Park
922,Hajduk
923,Voždovac
925,Zemun Stadion
926,Lokomotiv Stadium
927,Ticha
929,Hristo Botev (Plovdiv)
930,Beroe Stadium
931,Sandanski Stadium
932,Spartak Stadium
933,Lokomotiv Stadium Plovdiv
934,Bonchuk
935,Tzar Samuil
936,Iskar
937,Septemvri
939,El Teniente
940,Regional de Chinquihue
941,Municipal de La Florida
942,Francisco Sánchez Rumoroso
943,Elías Figueroa Brander
944,Estadio Municipal Ester Roa Rebolledo
945,Regional Calvo y Bascuñán
946,Sausalito
948,Municipal de la Cisterna
950,Estadio Santa Laura Universidad SEK
951,El Cobre
952,Kadrioru
953,Narva Kreenholmi
954,A.Le Coq Arena
955,Tamme
956,Parnu Kalevi
957,Ajax staadion
958,Linnastaadion
959,Kalevi Keskstaadion
960,Ventspils Olimpiskais
961,Daugava
962,Celtnieks
964,Latvijas Universitates Stadions
965,Stadion Sportas Agenturas
966,Pod Dubnom
969,Mitsubishi Forklift-Stadion
971,	ABSA Stadium
972,Bidvest Stadium
973,Thohoyandou Stadium
974,Seisa Ramabodu Stadium
975,King Zwelithini Stadium
976,Huntersfield Stadium
977,Harry Gwala Stadium
978,Athlone Stadium
980,Super Stadium
981,Ismailia Stadium
983,Saroldi
985,ZTE Arena
986,Szusza Ferenc Stadion
987,Sóstói 
988, Andrássy utca
989,Illovszky Rudolf
991,Újmecsekalja
992,Grosics Gyula Stadion
995, Bozsik-stadion
996,Budai II László 
997,Rakóczi-stadion
998,Ligeti Stadion
999,Metropolitano de Techo
1000,Metalurh
1002,RSC Lokomotiv
1003,Ingeniero Raul Goyenola
1005,Olympic Stadium Athens
1006,Lobanovsky Dynamo Stadium
1007,Dr Mario Sobrero
1008,Qatar SC Stadium
1009,Windsor Park
1010,The Oval
1011,Seaview
1012,Solitude
1013,The Showgrounds
1014,Park Avenue
1015,The Airfield
1016,Farrar Road
1017,The Oval
1018,Recreation Ground
1019,Richmond Park
1020,Deeside Stadium
1021,Cwmbran Stadium
1022,Bridge Meadow
1023,Stebonheath Park
1024,Plaskynaston Lane
1025,Latham Park
1026,Victoria Road
1027,Y Traeth
1028,Belle Vue
1029,Park Hall Stadium
1030,Maes y Dre
1032,Enyimba International Stadium
1034,Wacker-Arena 
1035,Steelyard
1036,Stadion Zagłębia Lubin
1038,Gjorce Petrov Kokta
1039,Goce Delcev
1040,Jinzhou 
1041,Hongkou
1042,GIEKSA Arena
1043,Shandong Stadium
1045,Kolporter Arena
1046,Dyskobolia
1048,MOSR Stadion
1049,GOSIR
1050,Ernest Pohl
1051,Gornik
1052,Florian Kryger
1053,Kashiwa no Ha Park Stadium
1054,Noevir Stadium Kobe
1055,Yokohama Mitsuzawa
1056,Changwon Civil Stadium
1057,Blue Arc
1058,Munhak
1059,Purple Arena
1060,Seogwipo
1061,Busan Asiad
1062,Estadio Rio Parpiti 
1064,Veritas
1067,Municipal Federico Schwager
1068,Roberto Bravo Santibáñez
1069,Arsenio Erico 
1070,Méndez Piana
1071,Estadio Olimpico (URU)
1072,Abraham Paladino
1073,Complejo Rentistas 
1074,Slavutych Arena
1075,Stadion Avanhard
1076,Oleksiy Butovsky Vorskla Stadium
1077,Stal
1078,Tsireio
1079,Dasaki Achnas
1080,Ammochostos
1081,Horodskiy
1082,Neman
1084,Traktor
1085,Millerntor-Stadion
1086,Torpedo Stadium
1089,Dinamo Stadium
1091,Stade de la Libération
1092,Kuban
1093,Darida Stadium
1094,Atlant
1095,Dinamo Stadion
1096,Spartak Stadion
1097,Tsentralnyi Sportkompleks
1098,Stadion an der Bremer Brücke
1101,Antonio Oddone Sarubbi
1102,Juan Canuto Pettengill
1103,Roberto Béttega
1104,Martín Torres
1105,Luis Alfonso Giagni
1106,Darius and Girėnas Stadium
1107,Žalgiris Stadium
1108,Aukštaitija Stadium
1110,LFF Stadium
1111,Savivaldybes
1112,Silutes
1113,Visaginas
1114,Kaplakriki
1115,Vodafonevollurinn
1116,Keflavíkvöllur
1117,Vikin
1118,Fylkisvöllur
1119,Kopavogsvöllur
1120,Laugardalsvöllur
1121,KR-völlur
1122,Color Line Stadion
1123,Vuosaaren Urheilukentta
1124,Castren
1125,Olímpico de Ibarra
1126,Changchun City Stadium
1127,Beijing Fengtai Stadium
1128,Xinhua Lu Stadium
1129,Dalymount Park
1130,Lokomotívy v Čermeli
1131,Linzer Stadion
1132,Pafiako
1134,Makareio
1136,Sportni Park
1137,Arena Z'dežele
1138,Sportni Park Domzale
1139,Športni Park
1141,Ljudski Vrt
1142,Mestni Stadion
1143,Primorje
1144,Stadion Na Litavce
1145,SNP na Stiavnickách
1146,pod Zoborom
1147,NTC Senec
1148,Antona Malatinského
1149,Zimný
1150,Daugava
1151,Kuressaare linnastaadion
1152,Eamon Deacy Park
1154,Oriel Park
1155,Cuauhtemoc
1157,Mariano Melgar
1158,Estadio Municipal de Chorrillos
1159,Aarhus Stadium
1160,Lyngby Stadion
1161,Dolícek
1162,Veria Stadium
1163,Florent Beeckmanstadion
1164,AFAS stadion - Achter de Kazerne
1165,Maladière
1166,Ciudad Deportiva Sevilla
1167,Raymond Mcenhill Stadium
1168,Herzliya Municipal Stadium
1169,Peristeri Stadium
1171,Monumental de Victoria
1172,Stanovi
1174,Letzigrund
1176,Butcher's Arms Ground
1177,Hilario Sánchez
1178,Estadio Azteca
1179,Mladost Lučani
1181,ŠRC Zaprešić
1182,Asim Ferhatovic Hase (Koševo)
1183,Bilino Polje Stadium
1184,Stadion Grbavica
1186,Gradski SRC Slavija
1187,Stadionul Orășenesc
1188,Teddi
1190,Shakhtar 
1192,Gwang-Yang Stadium
1194,Municipal de Lubumbashi
1195,Camille Chamoun 
1197,Nya Parken
1198,Borås Arena
1199,Valhalla IP
1200,Aspmyra
1201,Jose Pachencho Romero
1202,Olímpico de la UCV
1204,DSG Park
1206,Al Gharafa Stadium
1209,Jaime Moron Leon
1210,ARVI futbolo arena
1211,Vetra
1212,Goble Park
1213,Germiston Stadium
1214,Naghsh-e-Jahan Stadium
1215,FK Viktoria Stadion
1216,FC ViOn
1217,Brita Arena
1218,Benteler-Arena
1219,Eintracht Stadion
1221,Saitama Stadium 2002
1222,Len Clay
1223,Enghelab Stadium
1225,Bridge Road
1226,Throstle Nest
1228,Cebeci Inonu Stadi
1229,Manisa 19 Mayis Stadi
1231,Theodoros Kolokotronis Stadium
1233,Dasos Haidariou
1235,Ironi Stadium
1237,Peyia Municipal Stadium
1238,Alexandria Stadium
1239,San Siro
1242,Canindé
1243,Ipatingão
1244,Ilha do Retiro
1247,Estadio Artigas
1248,Luis Tróccoli 
1249,Parque Capurro
1250,Manuel Rivera Sanchez
1251,Estadio Olímpico de la UCV
1252,Monumental de Maturín
1253,Mansiche
1254,Čukarički Stadion
1255,Bežanije
1258,City Stadium Tetovo
1259,KF Bashkimi Arena
1260,Stadionul Crâng
1261,Emirates Club Stadium
1262,Hristo Botev (Blagoevgrad)
1263,Lazur
1264,Al-Ahly Stadium
1265,Jassim Bin Hamad Stadium
1266,Al Maktoum Stadium
1267,Rakovski
1269,Stadion Miejski w Białymstoku
1270, Edwarda Szymkowiaka
1271,Révesz Géza Stadion
1272,Városi Stadion
1273,Al Wakrah Stadium
1274,Deutsche Bank Park
1275,Finn Park
1276,Beirut Municipal Stadium
1278,Doha Stadium
1279,do Clube Desportivo Trofense
1280,Complexo Desportivo da Covilhã
1281,Municipal Vaslui
1283,Ciudad Deportiva de la Federación Malagueña
1285,Stadio Olimpico di Torino
1287,Stadio Olimpico di San Marino
1288,Gaetano Bonolis
1289,Polideportivo de Pueblo Nuevo
1291,Elías Aguirre
1294,Municipal de La Pintana
1297,Republican Spartak
1300,Vladivostok Dinamo
1303,Olimpiysky NSC
1304,Illichivets Stadium
1305,Kharkiv Dynamo
1306,Junost
1308,Shakhtsyor Stadion
1309,Central Stadion Gomel
1310,Nagai Stadium
1311,Khaled bin Walid Stadium
1312,Norrporten Arena
1313,H.A. Bygg Arena
1314,Bastion Road
1315,Keskuskenttä
1319,Klaipėda Central Stadium
1321,Rheinpark Stadion
1322,Comunale Bellinzona 
1323,Franz-Fekete-Stadion
1324,Ismet Pasa Stadium
1325,Eskişehir Atatürk Stadyumu
1326,Serres Stadium
1327,Fyli Stadium
1328,Komotini Stadium
1329,Guldensporenstadion
1330,Stade Leburton
1331,Benito Juárez
1335,Silviu Ploieşteanu
1336,Audi Sportpark
1337,Frankfurter Volksbank Stadion
1338,Stade de la Rabine
1339,Stade des Costières
1341,Tušanj
1343,ZSD Stadion
1344,Ob Jezeru
1345,ŠRC Sesvete
1346,Mladost Kruševac
1347,Stadion FK Javor
1348,FK Jagodina
1349,Kralj Petar I
1350,Campo de Fútbol de Vallecas
1352,Stadionul Dinamo
1353,Otopeni Stadium
1354,Gaz Metan
1355,Kar-Tel Arena
1356,MOSiR Gdansk
1357,Oporowska
1358,Konwiktorska 6
1361,Hadzhi Dimitar Stadium
1362,Minyor Stadium
1363,Lokomotiv Stadium Mezdra
1364,ETO Park
1365,Hidegkuti Nándor
1366,PSE
1367,Káposztás utca
1368,Rohonci úti Stadion
1369,Széktói Stadion
1370,Sinobo Stadium
1371,Na Chavlech
1372,SKA SKVO
1373,Inter Arena
1374,Estadi Montilivi
1375,Generali Arena
1376,Wiener Neustadt
1377,Workers Stadium
1378,Ohene Djan Stadium
1379,Ahmadou Ahidjo Stadium
1381,Stade Municipal (San Pédro)
1382,Stade 5 Juillet 1962
1384,Stade Olympique de Radès
1386,Stade 26 mars
1399,Stadium Puskás Ferenc
1403,Podgorica Stadium
1404,Qemal Stafa
1405,Haderslev Fodboldstadion
1406,Tatran Štadión
1407,Mestský Stadion
1408,za Starým mostom
1409,Kras Stadion
1410,Hernando Siles
1412,Hasely Crawford Stadium
1413,28 Septembre
1414,Sheriff Smal Arena
1416,Ciudadela
1417,Barradão
1418,Bunyodkor Stadium
1419,Galabank
1420,Dripping Pan
1422,Sheikh Khalifa International Stadium
1423,Priory Lane Stadium
1424,Al-Nahyan Stadium
1425,Holker Street
1426,Kyperounda Stadium
1427,Selman Stërmasi
1428,Safa
1429,Peristerona Stadium
1430,Yeroskopou Stadium
1433,Kérkyras Stadium
1434,El Alcoraz
1435,Lumen Field
1436,Mapei Stadium
1438,Dnipro Arena
1439,Kniazha Arena
1440,Tarpeda Stadium
1441,Zimbru Stadium
1442,Brestskiy
1443,Eduard Streltsov
1444,Tofiq Bahramov Stadium
