ID,Forename,Surname,ImageURL
39,Mark,YATES,https://cdn.soccerwiki.org/images/manager/39.jpg
40,Simon,GRAYSON,https://cdn.soccerwiki.org/images/manager/40_1343314778.jpg
41,Nigel,PEARSON,https://cdn.soccerwiki.org/images/manager/41.png
44,Rafael,BENÍTEZ,https://cdn.soccerwiki.org/images/manager/44.png
45,Richard,MONEY,https://cdn.soccerwiki.org/images/manager/45_1350988037.jpg
47,Roberto,MANCINI,https://cdn.soccerwiki.org/images/manager/47.png
48,David,HOLDSWORTH,https://cdn.soccerwiki.org/images/manager/48.jpg
49,Alex,FERGUSON,https://cdn.soccerwiki.org/images/manager/49.jpg
51,Kenny,JACKETT,https://cdn.soccerwiki.org/images/manager/51.jpg
52,Chris,HUGHTON,https://cdn.soccerwiki.org/images/manager/52_1353006654.jpg
53,Ian,SAMPSON,https://cdn.soccerwiki.org/images/manager/53_1272104152.jpg
54,Paul,LAMBERT,https://cdn.soccerwiki.org/images/manager/54.jpg
55,Billy,DAVIES,https://cdn.soccerwiki.org/images/manager/55_1270752942.jpg
56,Steve,COTTERILL,https://cdn.soccerwiki.org/images/manager/56.png
58,Chris,WILDER,https://cdn.soccerwiki.org/images/manager/58.png
61,Darren,FERGUSON,https://cdn.soccerwiki.org/images/manager/61.jpg
62,Avram,GRANT,https://cdn.soccerwiki.org/images/manager/62_1277505274.jpg
63,Micky,ADAMS,https://cdn.soccerwiki.org/images/manager/63_1344315578.jpg
65,Brian,MCDERMOTT,https://cdn.soccerwiki.org/images/manager/65.jpg
66,Keith,HILL,https://cdn.soccerwiki.org/images/manager/66_1343314811.jpg
68,Justin,EDINBURGH,https://cdn.soccerwiki.org/images/manager/68.jpg
69,Nigel,ADKINS,https://cdn.soccerwiki.org/images/manager/69_1337673605.jpg
72,Alan,PARDEW,https://cdn.soccerwiki.org/images/manager/72.png
75,Tony,PULIS,https://cdn.soccerwiki.org/images/manager/75.png
76,Steve,BRUCE,https://cdn.soccerwiki.org/images/manager/76.png
77,Paulo,SOUSA,https://cdn.soccerwiki.org/images/manager/77.png
78,Danny,WILSON,https://cdn.soccerwiki.org/images/manager/78.jpg
79,Paul,BUCKLE,
80,Harry,REDKNAPP,https://cdn.soccerwiki.org/images/manager/80.jpg
81,Les,PARRY,
83,Malky,MACKAY,https://cdn.soccerwiki.org/images/manager/83.jpg
86,Roberto,MARTINEZ,https://cdn.soccerwiki.org/images/manager/86.png
88,Mick,MCCARTHY,https://cdn.soccerwiki.org/images/manager/88.jpg
89,Dean,SAUNDERS,https://cdn.soccerwiki.org/images/manager/89.jpg
90,Gary,WADDOCK,https://cdn.soccerwiki.org/images/manager/90.jpg
91,Gary,JOHNSON,https://cdn.soccerwiki.org/images/manager/91_1349824836.jpg
92,Martin,FOYLE,https://cdn.soccerwiki.org/images/manager/92_1338710403.jpg
94,Giuseppe,GALDERISI,https://cdn.soccerwiki.org/images/manager/94.jpg
97,Giampiero,VENTURA,https://cdn.soccerwiki.org/images/manager/97.png
98,Franco,COLOMBA,https://cdn.soccerwiki.org/images/manager/98.jpg
100,Massimiliano,ALLEGRI,https://cdn.soccerwiki.org/images/manager/100.png
101,Siniša,MIHAJLOVIĆ,https://cdn.soccerwiki.org/images/manager/101.png
102,Nicola,PROVENZA,https://cdn.soccerwiki.org/images/manager/102.jpg
103,Pierpaolo,BISOLI,https://cdn.soccerwiki.org/images/manager/103.jpg
104,Domenico,DI CARLO,https://cdn.soccerwiki.org/images/manager/104.jpg
107,Cesare,PRANDELLI,https://cdn.soccerwiki.org/images/manager/107.png
108,Gian Piero,GASPERINI,https://cdn.soccerwiki.org/images/manager/108.png
109,José,MOURINHO,https://cdn.soccerwiki.org/images/manager/109.png
110,Alberto,ZACCHERONI,https://cdn.soccerwiki.org/images/manager/110_1268302840.jpg
111,Davide,BALLARDINI,https://cdn.soccerwiki.org/images/manager/111.png
113,Leonardo,ACORI,https://cdn.soccerwiki.org/images/manager/113.jpg
115,Santiago,DAVIO,https://cdn.soccerwiki.org/images/manager/115.png
117,Delio,ROSSI,https://cdn.soccerwiki.org/images/manager/117_1292414455.jpg
118,Francesco,GUIDOLIN,https://cdn.soccerwiki.org/images/manager/118.jpg
120,Eusebio,DI FRANCESCO,https://cdn.soccerwiki.org/images/manager/120.png
123,Claudio,RANIERI,https://cdn.soccerwiki.org/images/manager/123.png
125,Luigi,DELNERI,https://cdn.soccerwiki.org/images/manager/125.jpg
126,Alberto,MALESANI,https://cdn.soccerwiki.org/images/manager/126.jpg
128,Stefano,COLANTUONO,https://cdn.soccerwiki.org/images/manager/128.jpg
134,Rolando,MARAN,https://cdn.soccerwiki.org/images/manager/134.png
137,Juanma,LILLO,https://cdn.soccerwiki.org/images/manager/137.jpg
138,Joaquín,CAPARRÓS,https://cdn.soccerwiki.org/images/manager/138.jpg
139,Quique,SÁNCHEZ FLORES,https://cdn.soccerwiki.org/images/manager/139.png
141,Eusebio,SACRISTÁN,https://cdn.soccerwiki.org/images/manager/141.jpg
142,Miguel,RIVERA,https://cdn.soccerwiki.org/images/manager/142.jpg
143,Víctor,ESPÁRRAGO,https://cdn.soccerwiki.org/images/manager/143.jpg
145,Miguel Ángel,LOTINA,https://cdn.soccerwiki.org/images/manager/145.png
147,José,BORDALÁS,https://cdn.soccerwiki.org/images/manager/147.png
148,Mauricio,POCHETTINO,https://cdn.soccerwiki.org/images/manager/148.png
149,Víctor,MUÑOZ,https://cdn.soccerwiki.org/images/manager/149.jpg
150,César,FERRANDO,https://cdn.soccerwiki.org/images/manager/150.jpg
151,Luis,GARCÍA PLAZA,https://cdn.soccerwiki.org/images/manager/151.png
152,Emili,VICENTE,https://cdn.soccerwiki.org/images/manager/152_1348775546.jpg
153,Gregorio,MANZANO,https://cdn.soccerwiki.org/images/manager/153.jpg
155,Rafael,PUENTE,
156,Gonzalo,ARCONADA,https://cdn.soccerwiki.org/images/manager/156.jpg
157,José Antonio,CAMACHO,https://cdn.soccerwiki.org/images/manager/157.jpg
158,Lucas,CAZORLA,https://cdn.soccerwiki.org/images/manager/158.jpg
160,Isidro Silveira,CAMESELLE,
161,Carlos,FONSECA,https://cdn.soccerwiki.org/images/manager/161.png
163,Manuel,PELLEGRINI,https://cdn.soccerwiki.org/images/manager/163.png
168,Manolo,JIMÉNEZ,https://cdn.soccerwiki.org/images/manager/168_1302159836.jpg
169,Manolo,PRECIADO,https://cdn.soccerwiki.org/images/manager/169.jpg
171,Sergio,LOBERA,https://cdn.soccerwiki.org/images/manager/171.jpg
172,Unai,EMERY,https://cdn.soccerwiki.org/images/manager/172.png
173,José Luis,MENDILIBAR,https://cdn.soccerwiki.org/images/manager/173.png
174,Ernesto,VALVERDE,https://cdn.soccerwiki.org/images/manager/174.png
178,John,VAN DEN BROM,https://cdn.soccerwiki.org/images/manager/178_1362464578.jpg
179,Dick,ADVOCAAT,https://cdn.soccerwiki.org/images/manager/179.png
180,Hosam,EL BADRY,https://cdn.soccerwiki.org/images/manager/180_1337587206.jpg
181,Stanley,MENZO,https://cdn.soccerwiki.org/images/manager/181.jpg
183,Harry,SINKGRAVEN,
184,Alex,PASTOOR,https://cdn.soccerwiki.org/images/manager/184_1347271095.jpg
185,Marc,BRYS,https://cdn.soccerwiki.org/images/manager/185.png
186,Gert,KRUYS,https://cdn.soccerwiki.org/images/manager/186_1348090533.jpg
190,Edward,STURING,https://cdn.soccerwiki.org/images/manager/190.png
191,Art,LANGELER,https://cdn.soccerwiki.org/images/manager/191_1335694118.jpg
192,Mario,BEEN,https://cdn.soccerwiki.org/images/manager/192.jpg
193,Roger,REIJNERS,https://cdn.soccerwiki.org/images/manager/193_1336550407.jpg
194,Andries,ULDERINK,https://cdn.soccerwiki.org/images/manager/194_1348090513.jpg
195,Jan,ZOUTMAN,https://cdn.soccerwiki.org/images/manager/195.jpg
196,Jürgen,STREPPEL,https://cdn.soccerwiki.org/images/manager/196.jpg
197,Gertjan,VERBEEK,https://cdn.soccerwiki.org/images/manager/197_1336809606.jpg
198,Fuat,ÇAPA,https://cdn.soccerwiki.org/images/manager/198.png
199,Robert,MAASKANT,https://cdn.soccerwiki.org/images/manager/199.jpg
201,Fred,RUTTEN,https://cdn.soccerwiki.org/images/manager/201.jpg
202,Rini,COOLEN,
203,Ruud,BROOD,https://cdn.soccerwiki.org/images/manager/203_1347271105.jpg
204,Harm,VAN VELDHOVEN,https://cdn.soccerwiki.org/images/manager/204.jpg
205,Jan,DE JONGE,https://cdn.soccerwiki.org/images/manager/205_1335777159.jpg
207,Hans,DE KONING,https://cdn.soccerwiki.org/images/manager/207.jpg
210,Jan,VAN DIJK,https://cdn.soccerwiki.org/images/manager/210.png
211,Joop,GALL,https://cdn.soccerwiki.org/images/manager/211_1348090535.jpg
213,Darije,KALEZIĆ,https://cdn.soccerwiki.org/images/manager/213.jpg
214,André,VILLAS-BOAS,https://cdn.soccerwiki.org/images/manager/214.png
218,Jorge,JESUS,https://cdn.soccerwiki.org/images/manager/218.png
220,Micael,SEQUEIRA,https://cdn.soccerwiki.org/images/manager/220_1349624321.jpg
221,Leonardo,JARDIM,https://cdn.soccerwiki.org/images/manager/221.png
222,Marco,SILVA,https://cdn.soccerwiki.org/images/manager/222.png
223,Raul,SILVA,
224,Jesualdo,FERREIRA,https://cdn.soccerwiki.org/images/manager/224.png
228,Nicolau,VAQUEIRO,https://cdn.soccerwiki.org/images/manager/228_1339228803.jpg
230,Mario,RUI,
233,Eduardo,DITO,https://cdn.soccerwiki.org/images/manager/233_1345913861.jpg
234,Predrag,JOKANOVIĆ,https://cdn.soccerwiki.org/images/manager/234_1294006685.jpg
241,Carlos,BRITO,https://cdn.soccerwiki.org/images/manager/241.jpg
242,Vítor,PEREIRA,https://cdn.soccerwiki.org/images/manager/242.png
243,Domingos,PACIÊNCIA,https://cdn.soccerwiki.org/images/manager/243_1319939660.jpg
244,João,SALCEDAS,
245,Pedro,BARNY,
246,Carlos,CARVALHAL,https://cdn.soccerwiki.org/images/manager/246.png
248,Edson,PORTO,
249,Eduardo,ESTEVES,
250,Paulo,SÉRGIO,https://cdn.soccerwiki.org/images/manager/250.jpg
252,Vladimir,SHEVCHUK,https://cdn.soccerwiki.org/images/manager/252_1283092503.jpg
253,Dimitar,DIMITROV,https://cdn.soccerwiki.org/images/manager/253.png
254,Leonid,SLUTSKY,https://cdn.soccerwiki.org/images/manager/254.png
256,Branko,BOŽOVIĆ,https://cdn.soccerwiki.org/images/manager/256.jpg
257,Yuri,GAZZAEV,https://cdn.soccerwiki.org/images/manager/257_1283092531.jpg
258,Yuri,SEMIN,https://cdn.soccerwiki.org/images/manager/258.png
259,Oleg,PROTASOV,https://cdn.soccerwiki.org/images/manager/259.jpg
260,Kurban,BERDÝEV,https://cdn.soccerwiki.org/images/manager/260_1273859007.jpg
261,Andrey,GORDEEV,https://cdn.soccerwiki.org/images/manager/261_1283092524.jpg
262,Igor,LEDYAKHOV,https://cdn.soccerwiki.org/images/manager/262_1283092552.jpg
263,Valery,KARPIN,https://cdn.soccerwiki.org/images/manager/263.png
264,Sergey,PAVLOV,https://cdn.soccerwiki.org/images/manager/264_1283092569.jpg
265,Luciano,SPALLETTI,https://cdn.soccerwiki.org/images/manager/265.png
266,Marcelo,STRACCIA,https://cdn.soccerwiki.org/images/manager/266_1336984415.jpg
268,Jorge,BURRUCHAGA,https://cdn.soccerwiki.org/images/manager/268.jpg
269,Julio César,FALCIONI,https://cdn.soccerwiki.org/images/manager/269.png
271,Antonio,MOHAMED,https://cdn.soccerwiki.org/images/manager/271.png
272,Alejandro,SABELLA,https://cdn.soccerwiki.org/images/manager/272.jpg
277,Luis,ZUBELDÍA,https://cdn.soccerwiki.org/images/manager/277.png
283,Miguel Ángel,RUSSO,https://cdn.soccerwiki.org/images/manager/283.png
284,Diego,SIMEONE,https://cdn.soccerwiki.org/images/manager/284.png
285,Ricardo,GARECA,https://cdn.soccerwiki.org/images/manager/285.png
286,Celso,ROTH,https://cdn.soccerwiki.org/images/manager/286_1318120253.jpg
287,Antônio,LOPES,https://cdn.soccerwiki.org/images/manager/287_1318122094.jpg
288,Estevam,SOARES,https://cdn.soccerwiki.org/images/manager/288_1267395829.jpg
290,Mano,MENEZES,https://cdn.soccerwiki.org/images/manager/290.png
291,Ney,FRANCO,https://cdn.soccerwiki.org/images/manager/291.png
292,Adílson,BATISTA,https://cdn.soccerwiki.org/images/manager/292.png
293,Roberto,FERNANDES,https://cdn.soccerwiki.org/images/manager/293.jpg
296,Vilson Tadei,CAREQUINHA,https://cdn.soccerwiki.org/images/manager/296_1355877207.jpg
297,Hélio,DOS ANJOS,https://cdn.soccerwiki.org/images/manager/297_1318118963.jpg
298,Adenor,TITE,https://cdn.soccerwiki.org/images/manager/298.png
305,Roberto,FONSECA,https://cdn.soccerwiki.org/images/manager/305_1335694117.jpg
306,Ricardo,GOMES,https://cdn.soccerwiki.org/images/manager/306_1273704254.jpg
307,Dorival,JÚNIOR,https://cdn.soccerwiki.org/images/manager/307.png
308,Olivier,PANTALONI,https://cdn.soccerwiki.org/images/manager/308.png
309,Ludovic,BATELLI,
310,Jean-Louis,GARCIA,https://cdn.soccerwiki.org/images/manager/310.jpg
311,Jean,FERNANDEZ,https://cdn.soccerwiki.org/images/manager/311_1336984384.jpg
312,Philippe,ANZIANI,
313,Laurent,BLANC,https://cdn.soccerwiki.org/images/manager/313.png
314,Alex,DUPONT,https://cdn.soccerwiki.org/images/manager/314_1336984377.jpg
315,Franck,DUMAS,https://cdn.soccerwiki.org/images/manager/315.jpg
317,Michel,DER ZAKARIAN,https://cdn.soccerwiki.org/images/manager/317.png
318,Laurent,FOURNIER,https://cdn.soccerwiki.org/images/manager/318_1337500803.jpg
319,Patrice,CARTERON,https://cdn.soccerwiki.org/images/manager/319_1336984439.jpg
320,Mehmed,BAŽDAREVIĆ,https://cdn.soccerwiki.org/images/manager/320.png
321,Hubert,FOURNIER,https://cdn.soccerwiki.org/images/manager/321.jpg
322,Victor,ZVUNKA,https://cdn.soccerwiki.org/images/manager/322.jpg
323,Nicolas,USAÏ,https://cdn.soccerwiki.org/images/manager/323.png
324,Philippe,HINSCHBERGER,https://cdn.soccerwiki.org/images/manager/324.png
325,Cédric,DAURY,https://cdn.soccerwiki.org/images/manager/325.jpg
326,Paulo,DUARTE,https://cdn.soccerwiki.org/images/manager/326_1336982404.jpg
328,Christian,GOURCUFF,https://cdn.soccerwiki.org/images/manager/328.png
329,Claude,PUEL,https://cdn.soccerwiki.org/images/manager/329.png
330,Didier,DESCHAMPS,https://cdn.soccerwiki.org/images/manager/330.png
331,Yvon,POULIQUEN,https://cdn.soccerwiki.org/images/manager/331_1336984442.jpg
333,René,GIRARD,https://cdn.soccerwiki.org/images/manager/333.jpg
335,Gernot,ROHR,https://cdn.soccerwiki.org/images/manager/335_1346939637.jpg
337,Pascal,GASTIEN,https://cdn.soccerwiki.org/images/manager/337.png
338,Antoine,KOMBOUARÉ,https://cdn.soccerwiki.org/images/manager/338.png
339,Marc,COLLAT,https://cdn.soccerwiki.org/images/manager/339_1336984455.jpg
340,Frédéric,ANTONETTI,https://cdn.soccerwiki.org/images/manager/340.png
341,Alain,PERRIN,https://cdn.soccerwiki.org/images/manager/341.png
342,Landry,CHAUVIN,https://cdn.soccerwiki.org/images/manager/342_1336984379.jpg
344,Pascal,JANIN,
345,Alain,CASANOVA,https://cdn.soccerwiki.org/images/manager/345.jpg
346,Patrick,REMY,https://cdn.soccerwiki.org/images/manager/346_1336984448.jpg
347,Valerij,GAZZAEV,https://cdn.soccerwiki.org/images/manager/347_1283245982.jpg
348,Mircea,LUCESCU,https://cdn.soccerwiki.org/images/manager/348.png
350,Christoph,DAUM,https://cdn.soccerwiki.org/images/manager/350.jpg
351,Frank,RIJKAARD,https://cdn.soccerwiki.org/images/manager/351.jpg
353,Ariël,JACOBS,https://cdn.soccerwiki.org/images/manager/353.jpg
356,Aimé,ANTHUENIS,https://cdn.soccerwiki.org/images/manager/356_1342166471.jpg
357,Peter,PACULT,https://cdn.soccerwiki.org/images/manager/357_1350078495.jpg
358,Franco,FODA,https://cdn.soccerwiki.org/images/manager/358_1349525561.jpg
359,Huub,STEVENS,https://cdn.soccerwiki.org/images/manager/359.jpg
364,Sergio,MARKARIÁN,https://cdn.soccerwiki.org/images/manager/364.jpg
365,Krunoslav,JURČIĆ,https://cdn.soccerwiki.org/images/manager/365.jpg
366,Edoardo,REJA,https://cdn.soccerwiki.org/images/manager/366_1343209706.jpg
369,Jozef,CHOVANEC,https://cdn.soccerwiki.org/images/manager/369.jpg
370,Kent,NIELSEN,https://cdn.soccerwiki.org/images/manager/370.jpg
371,Ståle,SOLBAKKEN,https://cdn.soccerwiki.org/images/manager/371.png
372,Dušan,BAJEVIĆ ,https://cdn.soccerwiki.org/images/manager/372.jpg
373,Božidar,BANDOVIĆ,https://cdn.soccerwiki.org/images/manager/373_1342512078.jpg
374,Nikos,NIOPLIAS,https://cdn.soccerwiki.org/images/manager/374_1272548584.jpg
375,Gerardo,PELUSSO,https://cdn.soccerwiki.org/images/manager/375_1335288872.jpg
376,Julio,RIBAS,https://cdn.soccerwiki.org/images/manager/376_1343314768.jpg
377,Ion,MARIN,
380,Vladimir,PETROVIĆ,https://cdn.soccerwiki.org/images/manager/380_1306429940.jpg
381,Goran,STEVANOVIĆ,https://cdn.soccerwiki.org/images/manager/381_1336723207.jpg
382,Thorsten,FINK,https://cdn.soccerwiki.org/images/manager/382.png
383,Bernard,CHALLANDES,https://cdn.soccerwiki.org/images/manager/383_1348427605.jpg
384,Ciriaco,SFORZA,https://cdn.soccerwiki.org/images/manager/384_1348427602.jpg
386,Dieter,HECKING,https://cdn.soccerwiki.org/images/manager/386.png
391,Louis,VAN GAAL,https://cdn.soccerwiki.org/images/manager/391.png
392,Jürgen,KLOPP,https://cdn.soccerwiki.org/images/manager/392.png
394,Matthias,MAUCKSCH,
396,Claus-Dieter,WOLLITZ,
397,Rico,SCHMITT,https://cdn.soccerwiki.org/images/manager/397.jpg
398,Felix,MAGATH,https://cdn.soccerwiki.org/images/manager/398.jpg
399,Thomas,TUCHEL,https://cdn.soccerwiki.org/images/manager/399.png
400,Mike,BÜSKENS,https://cdn.soccerwiki.org/images/manager/400.jpg
401,Bruno,LABBADIA,https://cdn.soccerwiki.org/images/manager/401.png
402,Mirko,SLOMKA,https://cdn.soccerwiki.org/images/manager/402.png
403,Andreas,ZACHHUBER,https://cdn.soccerwiki.org/images/manager/403_1342080056.jpg
405,Marco,KURZ,https://cdn.soccerwiki.org/images/manager/405.jpg
409,Jürgen,LUGINGER,https://cdn.soccerwiki.org/images/manager/409.jpg
410,Henri,FUCHS,https://cdn.soccerwiki.org/images/manager/410_1349533176.jpg
411,Robin,DUTT,https://cdn.soccerwiki.org/images/manager/411.png
412,Thomas,STRUNZ,https://cdn.soccerwiki.org/images/manager/412_1349366738.jpg
413,Roland,SEITZ,https://cdn.soccerwiki.org/images/manager/413_1350115202.jpg
414,Thomas,SCHAAF,https://cdn.soccerwiki.org/images/manager/414.jpg
416,Ralph,HASENHÜTTL,https://cdn.soccerwiki.org/images/manager/416.png
417,Christian,GROSS,https://cdn.soccerwiki.org/images/manager/417_1277071663.jpg
419,Armin,VEH,https://cdn.soccerwiki.org/images/manager/419.jpg
420,Mark,MCGHEE,https://cdn.soccerwiki.org/images/manager/420_1289817383.jpg
421,Tony,MOWBRAY,https://cdn.soccerwiki.org/images/manager/421.png
422,Peter,HOUSTON,https://cdn.soccerwiki.org/images/manager/422_1346948514.jpg
423,Jim,MCINTYRE,https://cdn.soccerwiki.org/images/manager/423_1345190428.jpg
424,Jim,JEFFERIES,https://cdn.soccerwiki.org/images/manager/424_1289819754.jpg
425,John,HUGHES,https://cdn.soccerwiki.org/images/manager/425_1289819756.jpg
427,Gary,BOLLAN,https://cdn.soccerwiki.org/images/manager/427_1346334992.jpg
428,Jim,GANNON,https://cdn.soccerwiki.org/images/manager/428_1348512622.jpg
429,Walter,SMITH,https://cdn.soccerwiki.org/images/manager/429_1289819756.jpg
430,Rudi,GARCIA,https://cdn.soccerwiki.org/images/manager/430.png
431,Philippe,MONTANIER,https://cdn.soccerwiki.org/images/manager/431.png
432,Andriy,BAL,
433,Fred,REMOLA,
434,Tom,SOEHN,https://cdn.soccerwiki.org/images/manager/434_1307162488.jpg
436,José Guadalupe,CRUZ,https://cdn.soccerwiki.org/images/manager/436.jpg
437,Juan,PAJUELO,
440,Omar,ARELLANO NUÑO,https://cdn.soccerwiki.org/images/manager/440.jpg
442,Tomás,BOY,https://cdn.soccerwiki.org/images/manager/442.jpg
443,Enrique,MEZA,https://cdn.soccerwiki.org/images/manager/443.jpg
445,Sergio,BUENO,https://cdn.soccerwiki.org/images/manager/445.jpg
447,José Manuel,DE LA TORRE,https://cdn.soccerwiki.org/images/manager/447.jpg
448,Miguel,HERRERA,https://cdn.soccerwiki.org/images/manager/448.png
449,Ricardo,FERRETTI,https://cdn.soccerwiki.org/images/manager/449_1340524804.jpg
452,Gary,SMITH,https://cdn.soccerwiki.org/images/manager/452_1300951382.jpg
453,Robert,WARZYCHA,https://cdn.soccerwiki.org/images/manager/453.jpg
454,Schellas,HYNDMAN,https://cdn.soccerwiki.org/images/manager/454_1343548802.jpg
455,Curt,ONALFO,https://cdn.soccerwiki.org/images/manager/455_1274764219.jpg
456,Bruce,ARENA,https://cdn.soccerwiki.org/images/manager/456_1289565090.jpg
457,Hans,BACKE,https://cdn.soccerwiki.org/images/manager/457_1343462471.jpg
458,Steve,NICOL,https://cdn.soccerwiki.org/images/manager/458_1274764227.jpg
459,Dominic,KINNEAR,https://cdn.soccerwiki.org/images/manager/459.jpg
460,Jason,KREIS,https://cdn.soccerwiki.org/images/manager/460_1300951383.jpg
461,Erik,HAMRÉN,https://cdn.soccerwiki.org/images/manager/461_1339250112.jpg
462,Kent,BERGERSEN,https://cdn.soccerwiki.org/images/manager/462.jpg
463,Martin,ANDRESEN,https://cdn.soccerwiki.org/images/manager/463.jpg
464,Uwe,RÖSLER,https://cdn.soccerwiki.org/images/manager/464.png
465,Andrée Alexander,JEGLERTZ,https://cdn.soccerwiki.org/images/manager/465_1348912383.jpg
466,Stefan,REHN,https://cdn.soccerwiki.org/images/manager/466_1348912187.jpg
468,Roland,NILSSON,https://cdn.soccerwiki.org/images/manager/468.jpg
469,Elisha,LEVY,https://cdn.soccerwiki.org/images/manager/469_1348501831.jpg
470,Michele,SERENA,https://cdn.soccerwiki.org/images/manager/470.jpg
471,Mauro,MELOTTI,
473,Roberto,VENTURATO,https://cdn.soccerwiki.org/images/manager/473.png
475,Norbert,MEIER,https://cdn.soccerwiki.org/images/manager/475.jpg
476,Torsten,LIEBERKNECHT,https://cdn.soccerwiki.org/images/manager/476.png
477,André,SCHUBERT,https://cdn.soccerwiki.org/images/manager/477_1341993661.jpg
478,Jürgen,PRESS,https://cdn.soccerwiki.org/images/manager/478_1349533180.jpg
483,Steinar,NILSEN,https://cdn.soccerwiki.org/images/manager/483.jpg
485,Fernando,SANTOS,https://cdn.soccerwiki.org/images/manager/485.png
486,Itzhak,SHUM,https://cdn.soccerwiki.org/images/manager/486_1302181021.jpg
487,Kostas,KONSTANTINIDIS,https://cdn.soccerwiki.org/images/manager/487_1347304982.jpg
488,Stratos,VOUTSAKELIS,https://cdn.soccerwiki.org/images/manager/488.jpg
490,Marinos,OUZOUNIDIS,https://cdn.soccerwiki.org/images/manager/490.jpg
492,Valeri,NEPOMNIACHI,https://cdn.soccerwiki.org/images/manager/492_1283092586.jpg
494,Dragan,STOJKOVIĆ,https://cdn.soccerwiki.org/images/manager/494.png
495,Jan,CEULEMANS,https://cdn.soccerwiki.org/images/manager/495.jpg
496,Terry,BUTCHER,https://cdn.soccerwiki.org/images/manager/496.jpg
498,Ladislav,ŠKORPIL,https://cdn.soccerwiki.org/images/manager/498_1348912544.jpg
499,Ilya,BLIZNYUK,https://cdn.soccerwiki.org/images/manager/499.jpg
501,Georgios,HATZARAS,https://cdn.soccerwiki.org/images/manager/501.jpg
504,Thomas,DOLL,https://cdn.soccerwiki.org/images/manager/504.jpg
505,Roger,LEMERRE,https://cdn.soccerwiki.org/images/manager/505.jpg
508,Juraj,JARÁBEK,
509,Giorgos,KOSTIKOS,https://cdn.soccerwiki.org/images/manager/509_1271994801.jpg
510,Akira,NISHINO,https://cdn.soccerwiki.org/images/manager/510_1342080060.jpg
511,Volker,FINKE,https://cdn.soccerwiki.org/images/manager/511.jpg
512,Oswaldo,DE OLIVEIRA,https://cdn.soccerwiki.org/images/manager/512.jpg
513,José María,BIANCO,https://cdn.soccerwiki.org/images/manager/513.jpg
514,Michel,PREUD'HOMME,https://cdn.soccerwiki.org/images/manager/514.png
518,Lars,SØNDERGAARD,https://cdn.soccerwiki.org/images/manager/518.jpg
519,Morten,WIEGHORST,https://cdn.soccerwiki.org/images/manager/519.jpg
520,Periklis,AMANATIDIS,https://cdn.soccerwiki.org/images/manager/520.jpg
523,Ove,PEDERSEN,https://cdn.soccerwiki.org/images/manager/523.jpg
524,Jun,SUZUKI,https://cdn.soccerwiki.org/images/manager/524_1359047900.jpg
526,Alex,MILLER,
527,Troels,BECH,https://cdn.soccerwiki.org/images/manager/527_1349300938.jpg
528,Masaaki,YANAGISHITA,https://cdn.soccerwiki.org/images/manager/528.jpg
529,Vladimir,PETKOVIĆ,https://cdn.soccerwiki.org/images/manager/529.png
531,Murat,YAKIN,https://cdn.soccerwiki.org/images/manager/531.png
532,Uli,FORTE,https://cdn.soccerwiki.org/images/manager/532.jpg
533,Thomas,PARITS,https://cdn.soccerwiki.org/images/manager/533.jpg
